## Primary energy production by region (in TJ/year)
## data from The Shift Project Data Portal 
## (http://www.tsp-data-portal.org, accessed 2016-01-05)
## Missing data assumed zero.
## [SOURCES: Etemad & Luciani (1900-1980), 
##  US EIA Historical Statistics (1981-2010)]
"year","source","region","TJ"
2004,"Oil","Europe",9643367.7
2005,"Oil","Europe",9199866.8
2006,"Oil","Europe",8730580.9
2007,"Oil","Europe",8011597.5
2008,"Oil","Europe",7710286.9
2009,"Oil","Europe",7453147.7
2010,"Oil","Europe",7028605
2011,"Oil","Europe",6781707.8
2012,"Oil","Europe",6467780.9
2013,"Oil","Europe",6296578.4
2014,"Oil","Europe",6422794.6
1911,"Oil","Africa",125.6
1912,"Oil","Africa",1172.3
1913,"Oil","Africa",544.3
1914,"Oil","Africa",4186.8
1915,"Oil","Africa",1256
1916,"Oil","Africa",2470.2
1917,"Oil","Africa",5777.8
1918,"Oil","Africa",11848.6
1919,"Oil","Africa",9420.3
1920,"Oil","Africa",6238.3
1921,"Oil","Africa",7661.8
1922,"Oil","Africa",7285
1923,"Oil","Africa",6447.7
1924,"Oil","Africa",6908.2
1925,"Oil","Africa",7620
1926,"Oil","Africa",7285
1927,"Oil","Africa",7787.4
1928,"Oil","Africa",11262.5
1929,"Oil","Africa",11513.7
1930,"Oil","Africa",12016.1
1931,"Oil","Africa",12141.7
1932,"Oil","Africa",11388.1
1933,"Oil","Africa",10048.3
1934,"Oil","Africa",9294.7
1935,"Oil","Africa",7620
1936,"Oil","Africa",7661.8
1937,"Oil","Africa",7285
1938,"Oil","Africa",9587.8
1939,"Oil","Africa",28093.4
1940,"Oil","Africa",39104.7
1941,"Oil","Africa",51372
1942,"Oil","Africa",49697.3
1943,"Oil","Africa",54009.7
1944,"Oil","Africa",56856.7
1945,"Oil","Africa",56647.4
1946,"Oil","Africa",53800.4
1947,"Oil","Africa",55977.5
1948,"Oil","Africa",79298
1949,"Oil","Africa",96547.6
1950,"Oil","Africa",110908.3
1951,"Oil","Africa",101111.2
1952,"Oil","Africa",104628.1
1953,"Oil","Africa",106302.9
1954,"Oil","Africa",90476.7
1955,"Oil","Africa",82814.9
1956,"Oil","Africa",78209.4
1957,"Oil","Africa",112080.6
1958,"Oil","Africa",188364.1
1959,"Oil","Africa",243629.9
1960,"Oil","Africa",577736.5
1961,"Oil","Africa",990052.6
1962,"Oil","Africa",1626362.5
1963,"Oil","Africa",2395519.5
1964,"Oil","Africa",3447913.5
1965,"Oil","Africa",4478620
1966,"Oil","Africa",5709790.4
1967,"Oil","Africa",6371053.6
1968,"Oil","Africa",8155007.2
1969,"Oil","Africa",10354416.9
1970,"Oil","Africa",12469462.7
1971,"Oil","Africa",11858566.7
1972,"Oil","Africa",11883729.4
1973,"Oil","Africa",12280805.5
1974,"Oil","Africa",11285519.4
1975,"Oil","Africa",10450169.1
1976,"Oil","Africa",12130876.2
1977,"Oil","Africa",12814287.6
1978,"Oil","Africa",12497598
1979,"Oil","Africa",13789225.8
1980,"Oil","Africa",13220896.8
1981,"Oil","Africa",10374657.8
1982,"Oil","Africa",10361922.9
1983,"Oil","Africa",10445251.3
1984,"Oil","Africa",11353118.8
1985,"Oil","Africa",11883463.7
1986,"Oil","Africa",11731871.6
1987,"Oil","Africa",11677570.9
1988,"Oil","Africa",12397277.3
1989,"Oil","Africa",13273630.5
1990,"Oil","Africa",14259547.8
1991,"Oil","Africa",14766075.4
1992,"Oil","Africa",15009940.3
1993,"Oil","Africa",14936705.3
1994,"Oil","Africa",14939879.6
1995,"Oil","Africa",15531041.6
1996,"Oil","Africa",15962620.2
1997,"Oil","Africa",16576407.7
1998,"Oil","Africa",16509711.8
1999,"Oil","Africa",16264335.4
2000,"Oil","Africa",16561067.3
2001,"Oil","Africa",16591876.1
2002,"Oil","Africa",16756967
2003,"Oil","Africa",17688308
2004,"Oil","Africa",19052559.4
2005,"Oil","Africa",20675622.9
2006,"Oil","Africa",20839723.8
2007,"Oil","Africa",21275126.2
2008,"Oil","Africa",21486958.8
2009,"Oil","Africa",21172455.4
2010,"Oil","Africa",21624683.1
2011,"Oil","Africa",18718268.3
2012,"Oil","Africa",20823570.5
2013,"Oil","Africa",19218750
2014,"Oil","Africa",17942925.8
1900,"Oil","Central and South America",1591
1901,"Oil","Central and South America",1632.9
1902,"Oil","Central and South America",1339.8
1903,"Oil","Central and South America",1549.1
1904,"Oil","Central and South America",1632.9
1905,"Oil","Central and South America",2093.4
1906,"Oil","Central and South America",2972.6
1907,"Oil","Central and South America",4186.8
1908,"Oil","Central and South America",5359.1
1909,"Oil","Central and South America",8331.7
1910,"Oil","Central and South America",8038.7
1911,"Oil","Central and South America",9964.6
1912,"Oil","Central and South America",12769.7
1913,"Oil","Central and South America",15407.4
1914,"Oil","Central and South America",16454.1
1915,"Oil","Central and South America",23069.3
1916,"Oil","Central and South America",26586.2
1917,"Oil","Central and South America",32782.6
1918,"Oil","Central and South America",37262.5
1919,"Oil","Central and South America",36174
1920,"Oil","Central and South America",41533.1
1921,"Oil","Central and South America",57317.3
1922,"Oil","Central and South America",78921.2
1923,"Oil","Central and South America",100650.7
1924,"Oil","Central and South America",155916.4
1925,"Oil","Central and South America",242625.1
1926,"Oil","Central and South America",393182.4
1927,"Oil","Central and South America",600680.2
1928,"Oil","Central and South America",936377.8
1929,"Oil","Central and South America",1143247.6
1930,"Oil","Central and South America",1145299.1
1931,"Oil","Central and South America",1017224.9
1932,"Oil","Central and South America",1011907.7
1933,"Oil","Central and South America",1020909.3
1934,"Oil","Central and South America",1189595.5
1935,"Oil","Central and South America",1280951.5
1936,"Oil","Central and South America",1348484.5
1937,"Oil","Central and South America",1579302.8
1938,"Oil","Central and South America",1610955
1939,"Oil","Central and South America",1737061.5
1940,"Oil","Central and South America",1637415.6
1941,"Oil","Central and South America",1871457.7
1942,"Oil","Central and South America",1329769.5
1943,"Oil","Central and South America",1539988.8
1944,"Oil","Central and South America",2054965.2
1945,"Oil","Central and South America",2431065.4
1946,"Oil","Central and South America",2793809.8
1947,"Oil","Central and South America",3097143.4
1948,"Oil","Central and South America",3435520.6
1949,"Oil","Central and South America",3408306.4
1950,"Oil","Central and South America",3831340.7
1951,"Oil","Central and South America",4340455.6
1952,"Oil","Central and South America",4586471.9
1953,"Oil","Central and South America",4510481.5
1954,"Oil","Central and South America",4831609.1
1955,"Oil","Central and South America",5450920.5
1956,"Oil","Central and South America",6204670.1
1957,"Oil","Central and South America",7001334.4
1958,"Oil","Central and South America",6655588.5
1959,"Oil","Central and South America",7174249.3
1960,"Oil","Central and South America",7548758.5
1961,"Oil","Central and South America",7838192
1962,"Oil","Central and South America",8551915.8
1963,"Oil","Central and South America",8725165.6
1964,"Oil","Central and South America",9125214.3
1965,"Oil","Central and South America",9347240.3
1966,"Oil","Central and South America",9215063.1
1967,"Oil","Central and South America",9828889.8
1968,"Oil","Central and South America",10075408.6
1969,"Oil","Central and South America",10083614.7
1970,"Oil","Central and South America",10356175.4
1971,"Oil","Central and South America",10045933.5
1972,"Oil","Central and South America",9498760.6
1973,"Oil","Central and South America",10112545.5
1974,"Oil","Central and South America",9229884.3
1975,"Oil","Central and South America",7773296.6
1976,"Oil","Central and South America",7703125.8
1977,"Oil","Central and South America",7641789.2
1978,"Oil","Central and South America",7683573.5
1979,"Oil","Central and South America",8240459.8
1980,"Oil","Central and South America",8168132.8
1981,"Oil","Central and South America",8190758.4
1982,"Oil","Central and South America",7812809.3
1983,"Oil","Central and South America",7801178.1
1984,"Oil","Central and South America",8250421.1
1985,"Oil","Central and South America",8311930.5
1986,"Oil","Central and South America",8786549.3
1987,"Oil","Central and South America",8645421.2
1988,"Oil","Central and South America",9164506
1989,"Oil","Central and South America",9271256.4
1990,"Oil","Central and South America",9982405.6
1991,"Oil","Central and South America",10513405.5
1992,"Oil","Central and South America",10711910.9
1993,"Oil","Central and South America",11241104
1994,"Oil","Central and South America",12039887.9
1995,"Oil","Central and South America",12990977.8
1996,"Oil","Central and South America",13851444.7
1997,"Oil","Central and South America",14902929.4
1998,"Oil","Central and South America",15104622.5
1999,"Oil","Central and South America",14865230.6
2000,"Oil","Central and South America",15521726.4
2001,"Oil","Central and South America",15319711
2002,"Oil","Central and South America",14705476.5
2003,"Oil","Central and South America",14187760
2004,"Oil","Central and South America",14912030.1
2005,"Oil","Central and South America",15373244.3
2006,"Oil","Central and South America",15485255.1
2007,"Oil","Central and South America",15431170.4
2008,"Oil","Central and South America",15841817.7
2009,"Oil","Central and South America",15972435.4
2010,"Oil","Central and South America",16728745.1
2011,"Oil","Central and South America",17103066.6
2012,"Oil","Central and South America",16984404.1
2013,"Oil","Central and South America",17248015.9
2014,"Oil","Central and South America",17853063.2
1900,"Oil","Eurasia",432998.9
1901,"Oil","Eurasia",484161.6
1902,"Oil","Eurasia",459878.1
1903,"Oil","Eurasia",431700.9
1904,"Oil","Eurasia",448992.4
1905,"Oil","Eurasia",312251.5
1906,"Oil","Eurasia",337958.5
1907,"Oil","Eurasia",358138.9
1908,"Oil","Eurasia",361195.2
1909,"Oil","Eurasia",384180.8
1910,"Oil","Eurasia",399462.6
1911,"Oil","Eurasia",379114.7
1912,"Oil","Eurasia",383720.2
1913,"Oil","Eurasia",377272.5
1914,"Oil","Eurasia",373881.2
1915,"Oil","Eurasia",388158.2
1916,"Oil","Eurasia",413279
1917,"Oil","Eurasia",366638.1
1918,"Oil","Eurasia",154492.9
1919,"Oil","Eurasia",185768.3
1920,"Oil","Eurasia",163285.2
1921,"Oil","Eurasia",159098.4
1922,"Oil","Eurasia",196779.6
1923,"Oil","Eurasia",221900.4
1924,"Oil","Eurasia",255394.8
1925,"Oil","Eurasia",297262.8
1926,"Oil","Eurasia",347504.4
1927,"Oil","Eurasia",431240.4
1928,"Oil","Eurasia",485668.8
1929,"Oil","Eurasia",573591.6
1930,"Oil","Eurasia",774558
1931,"Oil","Eurasia",937843.2
1932,"Oil","Eurasia",895975.2
1933,"Oil","Eurasia",900162
1934,"Oil","Eurasia",1013205.6
1935,"Oil","Eurasia",1055073.6
1936,"Oil","Eurasia",1147183.2
1937,"Oil","Eurasia",1193238
1938,"Oil","Eurasia",1264413.6
1939,"Oil","Eurasia",1268600.4
1940,"Oil","Eurasia",1302094.8
1941,"Oil","Eurasia",1348191.5
1942,"Oil","Eurasia",1288738.9
1943,"Oil","Eurasia",1145508.5
1944,"Oil","Eurasia",1558913.1
1945,"Oil","Eurasia",812239.2
1946,"Oil","Eurasia",910461.5
1947,"Oil","Eurasia",1089489.1
1948,"Oil","Eurasia",1224597.1
1949,"Oil","Eurasia",1400233.4
1950,"Oil","Eurasia",1585876.1
1951,"Oil","Eurasia",1769048.6
1952,"Oil","Eurasia",1980816.9
1953,"Oil","Eurasia",2209667.4
1954,"Oil","Eurasia",2481976.9
1955,"Oil","Eurasia",2963961.3
1956,"Oil","Eurasia",3508789.6
1957,"Oil","Eurasia",4117550.3
1958,"Oil","Eurasia",4740127.5
1959,"Oil","Eurasia",5424292.5
1960,"Oil","Eurasia",6190560.6
1961,"Oil","Eurasia",6952935
1962,"Oil","Eurasia",7797663.8
1963,"Oil","Eurasia",8627696.9
1964,"Oil","Eurasia",9361810.4
1965,"Oil","Eurasia",10169234.8
1966,"Oil","Eurasia",11100253.5
1967,"Oil","Eurasia",12060831
1968,"Oil","Eurasia",12943492.2
1969,"Oil","Eurasia",13748320.8
1970,"Oil","Eurasia",14781036.9
1971,"Oil","Eurasia",15787376.1
1972,"Oil","Eurasia",16765621.9
1973,"Oil","Eurasia",17962921.1
1974,"Oil","Eurasia",19211048.1
1975,"Oil","Eurasia",20548856.3
1976,"Oil","Eurasia",21766210.2
1977,"Oil","Eurasia",22851512.5
1978,"Oil","Eurasia",23928859.9
1979,"Oil","Eurasia",24516686.6
1980,"Oil","Eurasia",25450597.7
1981,"Oil","Eurasia",25788071.2
1982,"Oil","Eurasia",25951501.8
1983,"Oil","Eurasia",26110687.4
1984,"Oil","Eurasia",25896317.5
1985,"Oil","Eurasia",25331739.1
1986,"Oil","Eurasia",25949594.5
1987,"Oil","Eurasia",26296446.4
1988,"Oil","Eurasia",26370792.9
1989,"Oil","Eurasia",25523883.6
1990,"Oil","Eurasia",23985959.5
1991,"Oil","Eurasia",21889964.4
1992,"Oil","Eurasia",18654583.4
1993,"Oil","Eurasia",16699139.5
1994,"Oil","Eurasia",15393727.6
1995,"Oil","Eurasia",15158311.3
1996,"Oil","Eurasia",14951118.5
1997,"Oil","Eurasia",15312132.8
1998,"Oil","Eurasia",15414690.7
1999,"Oil","Eurasia",16214933.6
2000,"Oil","Eurasia",17371813.3
2001,"Oil","Eurasia",18621895.4
2002,"Oil","Eurasia",20012452.6
2003,"Oil","Eurasia",22124875.7
2004,"Oil","Eurasia",24083591.4
2005,"Oil","Eurasia",24973456.8
2006,"Oil","Eurasia",25807474.5
2007,"Oil","Eurasia",26802162.9
2008,"Oil","Eurasia",26660410.7
2009,"Oil","Eurasia",27472187.8
2010,"Oil","Eurasia",28393433.7
2011,"Oil","Eurasia",28653071.6
2012,"Oil","Eurasia",28893582
2013,"Oil","Eurasia",29261637.5
2014,"Oil","Eurasia",29524322.7
1906,"Oil","Middle East",41.9
1911,"Oil","Middle East",1842.2
1912,"Oil","Middle East",3433.2
1913,"Oil","Middle East",11639.3
1914,"Oil","Middle East",15993.6
1915,"Oil","Middle East",19133.7
1916,"Oil","Middle East",27381.7
1917,"Oil","Middle East",38183.6
1918,"Oil","Middle East",47059.6
1919,"Oil","Middle East",58950.1
1920,"Oil","Middle East",74190.1
1921,"Oil","Middle East",99017.8
1922,"Oil","Middle East",125897.1
1923,"Oil","Middle East",158009.8
1924,"Oil","Middle East",184344.8
1925,"Oil","Middle East",193807
1926,"Oil","Middle East",205530
1927,"Oil","Middle East",229813.5
1928,"Oil","Middle East",245220.9
1929,"Oil","Middle East",237391.6
1930,"Oil","Middle East",257739.4
1931,"Oil","Middle East",249658.9
1932,"Oil","Middle East",279301.4
1933,"Oil","Middle East",306431.9
1934,"Oil","Middle East",361362.7
1935,"Oil","Middle East",474741.3
1936,"Oil","Middle East",538464.3
1937,"Oil","Middle East",649456.4
1938,"Oil","Middle East",657202
1939,"Oil","Middle East",639408.1
1940,"Oil","Middle East",541227.6
1941,"Oil","Middle East",409762.1
1942,"Oil","Middle East",570032.8
1943,"Oil","Middle East",627308.2
1944,"Oil","Middle East",821952.6
1945,"Oil","Middle East",1071318.4
1946,"Oil","Middle East",1434942
1947,"Oil","Middle East",1716922.9
1948,"Oil","Middle East",2330624.1
1949,"Oil","Middle East",2868921
1950,"Oil","Middle East",3593321.1
1951,"Oil","Middle East",3956107.3
1952,"Oil","Middle East",4286529.6
1953,"Oil","Middle East",4993889.4
1954,"Oil","Middle East",5660721.1
1955,"Oil","Middle East",6673047.4
1956,"Oil","Middle East",7107386.1
1957,"Oil","Middle East",7320787.3
1958,"Oil","Middle East",8824602.1
1959,"Oil","Middle East",9511446.6
1960,"Oil","Middle East",10923319.3
1961,"Oil","Middle East",11697458.7
1962,"Oil","Middle East",12838487.3
1963,"Oil","Middle East",14154482.2
1964,"Oil","Middle East",15846158.8
1965,"Oil","Middle East",17340553.3
1966,"Oil","Middle East",19332883.9
1967,"Oil","Middle East",20741658.4
1968,"Oil","Middle East",23287232.8
1969,"Oil","Middle East",25613377
1970,"Oil","Middle East",28745898.9
1971,"Oil","Middle East",33663002.4
1972,"Oil","Middle East",37478223.9
1973,"Oil","Middle East",43873477.2
1974,"Oil","Middle East",45209987.5
1975,"Oil","Middle East",40580559
1976,"Oil","Middle East",45987434.4
1977,"Oil","Middle East",46220387.9
1978,"Oil","Middle East",44051416.2
1979,"Oil","Middle East",44643974
1980,"Oil","Middle East",40377964.4
1981,"Oil","Middle East",34844672.1
1982,"Oil","Middle East",28233162.4
1983,"Oil","Middle East",25938767
1984,"Oil","Middle East",25514272
1985,"Oil","Middle East",23349368.7
1986,"Oil","Middle East",27889975.6
1987,"Oil","Middle East",28924752.8
1988,"Oil","Middle East",32453150.1
1989,"Oil","Middle East",35734924.7
1990,"Oil","Middle East",37035252.2
1991,"Oil","Middle East",36196809.1
1992,"Oil","Middle East",38962701.7
1993,"Oil","Middle East",40944895
1994,"Oil","Middle East",42525228.9
1995,"Oil","Middle East",43342802.5
1996,"Oil","Middle East",43762105.1
1997,"Oil","Middle East",45483975.5
1998,"Oil","Middle East",48309791
1999,"Oil","Middle East",46937517.7
2000,"Oil","Middle East",49835067.1
2001,"Oil","Middle East",48344969.1
2002,"Oil","Middle East",45719879.1
2003,"Oil","Middle East",48605910.4
2004,"Oil","Middle East",52321473
2005,"Oil","Middle East",54230850.6
2006,"Oil","Middle East",53477385.8
2007,"Oil","Middle East",52118557
2008,"Oil","Middle East",54836390.6
2009,"Oil","Middle East",51937407.2
2010,"Oil","Middle East",55697910.6
2011,"Oil","Middle East",58769390.1
2012,"Oil","Middle East",59215427.7
2013,"Oil","Middle East",58350505.1
2014,"Oil","Middle East",59123842.6
1900,"Oil","North America",360232.3
1901,"Oil","North America",391675.1
1902,"Oil","North America",498689.7
1903,"Oil","North America",563962
1904,"Oil","North America",657495.1
1905,"Oil","North America",757099
1906,"Oil","North America",712342.2
1907,"Oil","North America",938052.5
1908,"Oil","North America",1023002.7
1909,"Oil","North America",1041634
1910,"Oil","North America",1193363.6
1911,"Oil","North America",1310719.6
1912,"Oil","North America",1338310.6
1913,"Oil","North America",1532913.1
1914,"Oil","North America",1603083.9
1915,"Oil","North America",1754143.6
1916,"Oil","North America",1906752.5
1917,"Oil","North America",2218627.2
1918,"Oil","North America",2386643.5
1919,"Oil","North America",2725397.5
1920,"Oil","North America",3624010.3
1921,"Oil","North America",3923994.6
1922,"Oil","North America",4343930.6
1923,"Oil","North America",5153950.8
1924,"Oil","North America",4999625.4
1925,"Oil","North America",5120288.9
1926,"Oil","North America",5035841.2
1927,"Oil","North America",5579957.7
1928,"Oil","North America",5478679
1929,"Oil","North America",6056164.3
1930,"Oil","North America",5399925.3
1931,"Oil","North America",5091735
1932,"Oil","North America",4709228.9
1933,"Oil","North America",5340389
1934,"Oil","North America",5383387.4
1935,"Oil","North America",5889487.8
1936,"Oil","North America",6476016.6
1937,"Oil","North America",7531425.2
1938,"Oil","North America",7138075.3
1939,"Oil","North America",7456732.7
1940,"Oil","North America",7967564.1
1941,"Oil","North America",8247409.8
1942,"Oil","North America",8111171.4
1943,"Oil","North America",8781143.1
1944,"Oil","North America",9777099.1
1945,"Oil","North America",10002432.7
1946,"Oil","North America",10146081.8
1947,"Oil","North America",10885135.7
1948,"Oil","North America",11847639.2
1949,"Oil","North America",10866923.1
1950,"Oil","North America",11755236.5
1951,"Oil","North America",13439544.3
1952,"Oil","North America",13760462.5
1953,"Oil","North America",14217368
1954,"Oil","North America",14130408.1
1955,"Oil","North America",15310667.1
1956,"Oil","North America",16309344.5
1957,"Oil","North America",16348742.2
1958,"Oil","North America",15337462.6
1959,"Oil","North America",16173524.7
1960,"Oil","North America",16218532.8
1961,"Oil","North America",16705248.3
1962,"Oil","North America",17174421.1
1963,"Oil","North America",17700199.4
1964,"Oil","North America",17992898.6
1965,"Oil","North America",18478609.3
1966,"Oil","North America",19647480.1
1967,"Oil","North America",20955938.8
1968,"Oil","North America",21807408.3
1969,"Oil","North America",22264732.5
1970,"Oil","North America",23395712.8
1971,"Oil","North America",23207976.7
1972,"Oil","North America",23636286.3
1973,"Oil","North America",23675223.6
1974,"Oil","North America",22814543.1
1975,"Oil","North America",21774123.3
1976,"Oil","North America",21232016.4
1977,"Oil","North America",21757041.1
1978,"Oil","North America",23289744.9
1979,"Oil","North America",23846840.5
1980,"Oil","North America",31315486.4
1981,"Oil","North America",31742544.6
1982,"Oil","North America",32739283.5
1983,"Oil","North America",32756949.7
1984,"Oil","North America",33888888.8
1985,"Oil","North America",34103929
1986,"Oil","North America",33047797.1
1987,"Oil","North America",32910339.6
1988,"Oil","North America",32725955.3
1989,"Oil","North America",31464583.2
1990,"Oil","North America",31220282.5
1991,"Oil","North America",31991475.1
1992,"Oil","North America",31896189.7
1993,"Oil","North America",31820451.1
1994,"Oil","North America",31650780.8
1995,"Oil","North America",31684807.9
1996,"Oil","North America",32344361.1
1997,"Oil","North America",32918621.5
1998,"Oil","North America",32855973
1999,"Oil","North America",31796078.5
2000,"Oil","North America",32412327.8
2001,"Oil","North America",32565983.4
2002,"Oil","North America",32994896.5
2003,"Oil","North America",33295595.6
2004,"Oil","North America",33343470.4
2005,"Oil","North America",32272408.7
2006,"Oil","North America",32517705
2007,"Oil","North America",32724686.3
2008,"Oil","North America",32030984.2
2009,"Oil","North America",32799492.1
2010,"Oil","North America",34205634.1
2011,"Oil","North America",35414324.2
2012,"Oil","North America",38024848.5
2013,"Oil","North America",41029379.4
2014,"Oil","North America",44928220.6
1959,"Other Renewables","Asia and Oceania",21.6
1960,"Other Renewables","Asia and Oceania",608.4
1961,"Other Renewables","Asia and Oceania",1382.4
1962,"Other Renewables","Asia and Oceania",1767.6
1963,"Other Renewables","Asia and Oceania",2739.6
1964,"Other Renewables","Asia and Oceania",3614.4
1965,"Other Renewables","Asia and Oceania",4298.4
1966,"Other Renewables","Asia and Oceania",4518
1967,"Other Renewables","Asia and Oceania",5036.4
1968,"Other Renewables","Asia and Oceania",4500
1969,"Other Renewables","Asia and Oceania",5144.4
1970,"Other Renewables","Asia and Oceania",5349.6
1971,"Other Renewables","Asia and Oceania",5115.6
1972,"Other Renewables","Asia and Oceania",5119.2
1973,"Other Renewables","Asia and Oceania",5198.4
1974,"Other Renewables","Asia and Oceania",5306.4
1975,"Other Renewables","Asia and Oceania",5857.2
1976,"Other Renewables","Asia and Oceania",5904
1977,"Other Renewables","Asia and Oceania",6526.8
1978,"Other Renewables","Asia and Oceania",6969.6
1979,"Other Renewables","Asia and Oceania",9381.6
1980,"Other Renewables","Asia and Oceania",17652.2
1981,"Other Renewables","Asia and Oceania",19000.4
1982,"Other Renewables","Asia and Oceania",54505.4
1983,"Other Renewables","Asia and Oceania",60585.1
1984,"Other Renewables","Asia and Oceania",66406.7
1985,"Other Renewables","Asia and Oceania",70335
1986,"Other Renewables","Asia and Oceania",74115
1987,"Other Renewables","Asia and Oceania",77914.8
1988,"Other Renewables","Asia and Oceania",85834.8
1989,"Other Renewables","Asia and Oceania",93654
1990,"Other Renewables","Asia and Oceania",82170
1991,"Other Renewables","Asia and Oceania",86479.2
1992,"Other Renewables","Asia and Oceania",87453
1993,"Other Renewables","Asia and Oceania",87059.2
1994,"Other Renewables","Asia and Oceania",97319.2
1995,"Other Renewables","Asia and Oceania",118285.6
1996,"Other Renewables","Asia and Oceania",124585.6
1997,"Other Renewables","Asia and Oceania",135608.9
1998,"Other Renewables","Asia and Oceania",144041.9
1999,"Other Renewables","Asia and Oceania",162509.8
2000,"Other Renewables","Asia and Oceania",181124.7
2001,"Other Renewables","Asia and Oceania",191484.1
2002,"Other Renewables","Asia and Oceania",209981.4
2003,"Other Renewables","Asia and Oceania",234898.4
2004,"Other Renewables","Asia and Oceania",253885.2
2005,"Other Renewables","Asia and Oceania",301428.1
2006,"Other Renewables","Asia and Oceania",350999.4
2007,"Other Renewables","Asia and Oceania",390787.7
2008,"Other Renewables","Asia and Oceania",488914.4
2009,"Other Renewables","Asia and Oceania",594646.2
2010,"Other Renewables","Asia and Oceania",732977.6
2011,"Other Renewables","Asia and Oceania",1000471.3
2012,"Other Renewables","Asia and Oceania",1233431.3
2013,"Other Renewables","Asia and Oceania",1453757.1
2014,"Other Renewables","Asia and Oceania",1660966.3
1916,"Other Renewables","Europe",43.2
1917,"Other Renewables","Europe",72
1918,"Other Renewables","Europe",75.6
1919,"Other Renewables","Europe",50.4
1920,"Other Renewables","Europe",25.2
1921,"Other Renewables","Europe",68.4
1922,"Other Renewables","Europe",72
1923,"Other Renewables","Europe",90
1924,"Other Renewables","Europe",97.2
1925,"Other Renewables","Europe",111.6
1926,"Other Renewables","Europe",151.2
1927,"Other Renewables","Europe",183.6
1928,"Other Renewables","Europe",212.4
1929,"Other Renewables","Europe",216
1930,"Other Renewables","Europe",205.2
1931,"Other Renewables","Europe",190.8
1932,"Other Renewables","Europe",180
1933,"Other Renewables","Europe",273.6
1934,"Other Renewables","Europe",262.8
1935,"Other Renewables","Europe",295.2
1936,"Other Renewables","Europe",334.8
1937,"Other Renewables","Europe",90
1938,"Other Renewables","Europe",730.8
1939,"Other Renewables","Europe",1756.8
1940,"Other Renewables","Europe",1929.6
1941,"Other Renewables","Europe",2336.4
1942,"Other Renewables","Europe",3214.8
1943,"Other Renewables","Europe",3272.4
1944,"Other Renewables","Europe",1004.4
1945,"Other Renewables","Europe",331.2
1946,"Other Renewables","Europe",860.4
1947,"Other Renewables","Europe",2419.2
1948,"Other Renewables","Europe",3157.2
1949,"Other Renewables","Europe",3801.6
1950,"Other Renewables","Europe",4600.8
1951,"Other Renewables","Europe",5706
1952,"Other Renewables","Europe",6620.4
1953,"Other Renewables","Europe",6768
1954,"Other Renewables","Europe",6771.6
1955,"Other Renewables","Europe",6692.4
1956,"Other Renewables","Europe",6404.4
1957,"Other Renewables","Europe",6523.2
1958,"Other Renewables","Europe",6948
1959,"Other Renewables","Europe",7484.4
1960,"Other Renewables","Europe",7574.4
1961,"Other Renewables","Europe",8251.2
1962,"Other Renewables","Europe",8445.6
1963,"Other Renewables","Europe",8737.2
1964,"Other Renewables","Europe",9097.2
1965,"Other Renewables","Europe",9273.6
1966,"Other Renewables","Europe",9478.8
1967,"Other Renewables","Europe",9396
1968,"Other Renewables","Europe",9698.4
1969,"Other Renewables","Europe",9961.2
1970,"Other Renewables","Europe",9853.2
1971,"Other Renewables","Europe",9633.6
1972,"Other Renewables","Europe",9374.4
1973,"Other Renewables","Europe",9014.4
1974,"Other Renewables","Europe",9036
1975,"Other Renewables","Europe",9003.6
1976,"Other Renewables","Europe",9151.2
1977,"Other Renewables","Europe",9061.2
1978,"Other Renewables","Europe",9043.2
1979,"Other Renewables","Europe",9176.4
1980,"Other Renewables","Europe",49888.8
1981,"Other Renewables","Europe",48711.6
1982,"Other Renewables","Europe",48808.8
1983,"Other Renewables","Europe",46371.6
1984,"Other Renewables","Europe",50040
1985,"Other Renewables","Europe",51217.2
1986,"Other Renewables","Europe",55368
1987,"Other Renewables","Europe",63259.2
1988,"Other Renewables","Europe",64490.4
1989,"Other Renewables","Europe",67582.1
1990,"Other Renewables","Europe",90648
1991,"Other Renewables","Europe",98654.4
1992,"Other Renewables","Europe",107135.7
1993,"Other Renewables","Europe",118903.5
1994,"Other Renewables","Europe",132386.7
1995,"Other Renewables","Europe",146383.4
1996,"Other Renewables","Europe",155288.2
1997,"Other Renewables","Europe",185670
1998,"Other Renewables","Europe",220562
1999,"Other Renewables","Europe",235775.4
2000,"Other Renewables","Europe",310650.4
2001,"Other Renewables","Europe",359697.3
2002,"Other Renewables","Europe",427671.9
2003,"Other Renewables","Europe",499808.2
2004,"Other Renewables","Europe",609425.9
2005,"Other Renewables","Europe",726730.7
2006,"Other Renewables","Europe",892576.6
2007,"Other Renewables","Europe",1071624.2
2008,"Other Renewables","Europe",1236450.5
2009,"Other Renewables","Europe",1419688
2010,"Other Renewables","Europe",1612361.8
2011,"Other Renewables","Europe",1828267.2
2012,"Other Renewables","Europe",2047613
2013,"Other Renewables","Europe",2312971.3
2014,"Other Renewables","Europe",2487293.2
1980,"Other Renewables","Africa",1214.9
1981,"Other Renewables","Africa",1368.6
1982,"Other Renewables","Africa",1706.3
1983,"Other Renewables","Africa",2411.4
1984,"Other Renewables","Africa",2331.1
1985,"Other Renewables","Africa",2704.5
1986,"Other Renewables","Africa",2840.2
1987,"Other Renewables","Africa",2878.7
1988,"Other Renewables","Africa",2726.4
1989,"Other Renewables","Africa",2746.8
